gene,lfc_urban,padj_urban,lfc_rural,padj_rural,delta_response
RP5-857K21.4,-0.10153084167314437,0.06055034293367254,-0.1479678319176724,0.006911578899989449,0.046436990244528034
NOC2L,0.29578714834585174,1.4596780147319273e-07,-0.013013609896471785,0.8661276755388909,0.3088007582423235
ISG15,1.615029379994638,0.0,0.5572925321975549,6.5326300338282e-112,1.057736847797083
SDF4,0.04804344604173297,0.45018025035597503,-0.03482271268431252,0.5951651778155566,0.0828661587260455
UBE2J2,-0.01476189467690975,0.8628078727841165,-0.024199263986616256,0.709194351225169,0.009437369309706506
CPSF3L,0.09988532293454598,0.14998931501757667,-0.051010371295516714,0.51931678608038,0.1508956942300627
AURKAIP1,0.07810291506915329,0.02797066840507189,-0.037539066390677264,0.344134462949378,0.11564198145983055
CCNL2,-0.0463949419825933,0.37387714473073985,-0.026455739512232655,0.6346023397564374,-0.019939202470360646
MRPL20,0.04607467298082924,0.11119289159128844,-0.07272476393611098,0.0174876825263578,0.11879943691694023
SSU72,0.02390875933150317,0.4447938908576188,-0.07770476952463196,0.014406892488397239,0.10161352885613513
MMP23B,-0.08151289626416217,0.24342846309106533,-0.3125972379132275,2.418326113443022e-06,0.23108434164906536
CDK11B,-0.021555569105096477,0.7156280009389593,-0.07167845444588361,0.1580362007654518,0.050122885340787134
SLC35E2B,-0.18176438684443844,0.00012980756184712504,-0.20713765149327548,6.515099401979392e-05,0.025373264648837046
CDK11A,-0.06600364232608667,0.18695129556101586,-0.08272871722392058,0.07506404967488205,0.01672507489783391
GNB1,-0.04100068991975369,0.1385813446818228,-0.11757403236988076,6.931181337232704e-06,0.07657334245012706
FAAP20,-0.02103785767876812,0.7399450436057878,-0.10369191136075206,0.033311782629705466,0.08265405368198395
SKI,-0.09123740877685914,0.09004730797520039,-0.23774317125331998,3.386724245539274e-06,0.14650576247646085
RER1,0.15899299269994593,6.0702076316422395e-05,-0.015647013882387012,0.7449230680619108,0.17464000658233295
TNFRSF14,0.13419264590233865,0.0005495867043013014,-0.08300296465458135,0.026385536256899423,0.21719561055692
CEP104,-0.014942622291651138,0.844576297497837,-0.11353969119998278,0.07944634605875678,0.09859706890833164
KCNAB2,-0.1366733628752837,0.0009487749892717463,-0.25276963976255545,1.6575196186366802e-07,0.11609627688727175
RPL22,-0.022555289325215257,0.0015232614127897285,-0.11020597064757656,1.744300427763223e-62,0.08765068132236131
TNFRSF25,-0.0478100196035589,0.347631767412038,-0.11980433743470631,0.009411918384018546,0.0719943178311474
NOL9,-0.15375107857638734,0.0036302173645361593,-0.20276647416057605,0.0006396578229751643,0.049015395584188715
DNAJC11,0.05752626694264709,0.35050456087729387,-0.04834740713974939,0.4824648140906893,0.10587367408239648
CAMTA1,0.016715654524094833,0.5900202588310455,-0.12241625617168474,0.0001071922562198736,0.13913191069577957
