gene,lfc_urban,padj_urban,lfc_rural,padj_rural,delta_response
RP5-857K21.4,0.09740362846000944,0.3583988085102804,-0.20694182501926983,0.3182730022660205,0.30434545347927927
ISG15,1.4985499510896279,1.979343571836926e-91,0.8588462541412575,4.3981288855127487e-38,0.6397036969483704
AGRN,0.3169788014102037,0.005428999972622144,0.4548910347076158,1.5284057472389388e-05,-0.13791223329741215
TNFRSF4,1.5832365843725935,4.634248781069376e-16,1.4274049009882475,3.6442860571025318e-09,0.15583168338434605
SDF4,0.05925497335639296,0.32182626228566147,0.12732939484590125,0.07615739265276175,-0.06807442148950829
MRPL20,-0.1491156498768186,0.0029496940009273087,-0.139895779426187,0.013787151498094409,-0.009219870450631606
SSU72,-0.35184134337463796,1.6655867696580862e-10,-0.1570369540861962,0.01836062497337703,-0.19480438928844176
NADK,-0.324709243679637,1.1684983996419746e-05,-0.08344377136169324,0.3041815881296545,-0.24126547231794376
GNB1,-0.12311189995997104,7.515282371623493e-05,-0.07612097183062681,0.02378120017840446,-0.04699092812934423
FAAP20,-0.42476723731432187,6.278580686005738e-05,-0.44355993882244316,0.0018314365564730828,0.01879270150812129
RER1,-0.21719230631119943,0.0001245630959659417,-0.06827720157633486,0.28829874900444896,-0.14891510473486458
TNFRSF14,-0.23944650155071617,0.00011259968741843143,-0.1027861459951479,0.13733530166284796,-0.13666035555556827
KCNAB2,-1.8470377744789546,7.065161745053637e-38,-1.4529381777553123,1.128532791947008e-30,-0.39409959672364225
RPL22,-0.01694002398252464,0.6806620632314438,-0.12436022385199189,0.002078851571052045,0.10742019986946724
CAMTA1,-0.5219763548522861,1.9688996354456055e-23,-0.42171105959013,1.6795857647103456e-12,-0.1002652952621561
VAMP3,-0.312651699361338,9.987189154865397e-05,-0.13150352219918007,0.13733530166284796,-0.18114817716215795
PARK7,-0.19174149679626443,6.978301874657087e-05,-0.18938638854389467,0.0006663382267656695,-0.0023551082523697586
RERE,-0.9482737382665628,9.206848523305879e-47,-0.9431550563941746,5.785683219123047e-35,-0.0051186818723881755
ENO1,-0.44560648480705045,7.714531454155836e-30,-0.4088611166407192,2.6723930008287245e-22,-0.03674536816633123
GPR157,-0.03619648191041392,0.7824886462857105,0.010143485326710984,0.9341199017490703,-0.046339967237124906
SLC25A33,-0.38130986900777714,0.004566379173110465,-0.06945291036411122,0.7767011843448034,-0.3118569586436659
PIK3CD,0.19518330748121232,0.04727346199949494,-0.5213948371585811,4.3721034038258205e-05,0.7165781446397934
CLSTN1,-0.38837902722041845,0.00043971746858972557,-0.5454838987547203,2.0223296100065236e-05,0.1571048715343018
